NAME	Other	Non-inflammatory_Macrophage	alpha-beta_T_Cells	Inflammatory_Macrophage	NK-like_Cells	gamma-delta_T_Cells	Mature_B_Cells	Plasma_Cells
RARRES3	1	1	344.048847633131	1	421.122034524994	356.122106600124	1	1
RASA2	1	1	1	1	101.159993897639	1	1	1
RASAL3	1	1	81.548712513128	1	82.0412913421675	1	1	1
RASGRP2	1	1	1	1	1	108.565618667862	96.6194363930177	1
RASSF1	1	1	1	1	1	103.111592553657	1	1
RASSF2	1	1	1	77.0471026994881	1	1	1	1
RASSF5	1	1	82.7002787071945	1	107.347846150051	80.8227941831413	1	1
RBBP4	1	1	1	1	105.587433411846	1	1	68.2080545929495
RBCK1	1	1	72.4227605260165	1	86.9454925842917	1	1	1
RBL2	1	1	113.152493977253	1	89.4350820469515	1	1	1
RBM17	1	1	1	1	1	1	1	64.1212628351574
RBM23	1	1	75.2371764356723	1	83.3627481056539	103.024829733587	70.1541139089018	1
RBM47	1	148.841977943086	1	74.6868481237483	1	1	1	1
RBM6	1	1	1	1	1	1	89.5304586928292	1
RBMS1	1	1	79.7950972239943	73.1731667426081	88.004522693198	1	1	1
RBP5	119.549279973834	1	1	1	1	1	1	1
RBP7	1	790.390938126565	1	200.10429426415	1	1	1	1
RBPJ	1	165.078951467004	1	129.121039196733	1	1	1	1
RCAN1	63.520477163821	1	1	1	1	1	1	1
RCBTB2	1	1	1	1	77.4401251633804	1	1	1
RCL1	63.8316710399268	1	1	1	1	1	1	1
RCN2	1	1	1	1	86.8023162612594	1	1	1
RCSD1	1	82.8337627635887	103.708133832338	65.691899839968	121.36012297447	109.188878287488	146.277190795146	1
RDH11	92.487595007673	1	1	1	1	1	1	1
RDH16	122.347546657344	1	1	1	1	1	1	1
RDX	146.102528176884	102.71930242022	1	1	1	1	1	1
REEP6	89.7822781906604	1	1	1	1	1	1	1
REL	1	1	1	105.35946814008	1	1	81.6293422561721	1
RER1	88.8397076613536	1	1	1	1	1	1	89.0101764014188
RGL1	1	180.928830927094	1	1	1	1	1	1
RGS10	1	148.41999279388	102.900566873023	181.086079163267	1	1	1	1
RGS18	1	1	1	72.6588697399387	1	1	1	1
RGS19	1	1	1	1	1	1	65.0026023290015	1
RGS2	1	145.596895116572	106.870373359169	350.734179119242	1	1	118.231185917032	1
RHEB	1	1	1	1	1	88.4513172646359	1	1
RHOB	684.48771038058	420.530436715078	1	296.210199980177	1	1	83.0955699146107	65.6734984274974
RHOC	1	1	134.917116272219	1	287.280619965764	207.127778690158	1	1
RHOF	1	1	84.6580622883652	1	87.4544827277066	111.96326137254	1	1
RHOG	1	231.386449644304	101.526603414751	219.670353221698	145.434234098615	169.325412739251	1	1
RHOH	1	1	117.20816243032	1	105.01473219101	1	131.089616067903	1
RICTOR	1	1	65.8891547555636	1	77.6964038986573	75.6336071125635	1	1
RILPL2	1	1	1	92.3598978157008	1	1	1	1
RIN3	1	1	1	77.2731801851572	1	1	1	1
RNASE1	212.380786784828	1	1	429.13018743639	1	1	1	1
RNASE2	1	1	1	199.67687225468	1	1	1	1
RNASE6	1	407.889307049977	1	419.614599634774	1	1	190.924922104437	1
RNASEH2C	1	1	1	1	1	76.5566076075636	1	130.975275911084
RNASET2	1	390.268775480329	91.7199034223776	303.222875043922	1	1	203.740621926125	1
RND3	1	152.357733092837	1	1	1	1	1	1
RNF115	1	1	1	1	66.7396352136447	1	1	1
RNF125	1	1	1	1	93.2831208176	1	1	1
RNF126	1	1	1	1	1	87.4547900858438	1	1
RNF13	1	139.763206991205	1	90.6035756453218	1	1	1	1
RNF130	1	303.077469473032	1	245.185828997306	1	1	1	1
RNF145	1	1	88.232486258989	1	147.49770912437	1	1	1
RNF149	1	270.19692236189	1	166.701702214685	1	1	1	1
RNF166	1	1	1	1	1	78.5675282696487	1	1
RNF167	1	1	86.991309319409	1	72.5116031026007	108.607773422392	1	1
RNF187	1	1	1	1	77.0321286348605	1	1	1
RNF213	1	110.266228916237	179.111291143164	1	180.51689552263	191.721079704605	1	78.9597419544113
RNF7	1	1	79.2258480756485	84.4936200786874	75.7030350791296	79.0098439783202	1	1
RNH1	1	1	78.6680965705335	131.913330477328	1	1	1	1
RNPEPL1	1	1	1	1	74.6820335220832	1	1	1
RNPS1	1	1	89.7981093189628	1	137.195400586033	129.453402181725	81.3987709181549	1
ROCK1	1	1	77.1995581546439	103.232272519479	84.2263319318491	97.9090930714488	1	1
ROMO1	270.018216539674	89.8193884995273	109.162757462534	116.553486620968	101.571239714818	118.677542216969	1	277.204421520496
RORA	1	1	126.454433725873	1	106.311120367124	111.449200921757	1	1
RP1.313I6.12	1	1	1	1	1	1	126.693734338742	1
RP11.1143G9.4	1	1	1	1340.99746834874	1	1	1	1
RP11.138A9.2	1	1	75.9721169407739	1	1	1	1	1
RP11.160E2.6	1	101.758835973465	137.717486484029	88.097955940649	137.117818470911	102.600363669707	1	1
RP11.347P5.1	1	1	152.898344604177	120.839317755353	188.088050613511	152.51088768472	91.4063293210602	1
RP11.386I14.4	1	1	1	117.445855424383	160.016855846469	1	1	99.4376770991812
RP11.403I13.5	110.938426943076	1	1	1	1	1	1	1
RP11.434D9.1	118.268888385951	1	1	1	1	1	1	1
RP11.489E7.4	1	1	68.4184696383574	1	134.276642706535	1	1	1
RP11.51J9.5	1	1	138.492510667019	1	154.727957245243	81.8016270179295	1	1
RP11.596C23.2	1	1	1	1	118.766921740326	1	1	1
RP11.693J15.5	1	1	1	1	1	1	168.479096238576	1
RP5.1171I10.5	1	1	1	1	110.608864017082	117.317446347642	1	1
RP5.887A10.1	1	1	1	1	1	1	179.647618068991	1
RPA2	1	1	74.7766596504918	1	101.959526282311	1	1	1
RPA3	1	1	1	1	1	1	1	143.533302997131
RPL22L1	1	159.1942013343	143.079101035772	112.231362756679	156.910774687751	145.481024620647	296.722104154893	671.823027103917
RPL39L	1	1	1	1	1	1	1	115.047535759334
RPL7L1	1	1	1	1	80.453248305464	1	1	1
RPN1	73.78530138192	112.030295489116	1	82.7285449202622	1	1	1	84.0485464551148
RPN2	89.8177779960203	129.576621250932	77.5213475090591	1	1	1	1	334.784630110573
RPS19BP1	74.5651190865861	1	106.162833745859	76.4538134726943	178.22712200714	138.737883682864	1	147.380475695019
RRBP1	115.320764105024	1	1	1	1	1	1	201.319901693484
RRM2	1	1	1	1	1	1	1	195.265287156122
RSBN1L	1	1	74.5987880149229	1	93.0862742139463	139.026488974685	1	1
RSF1	1	1	1	1	68.9518261661361	1	1	1
RSL1D1	1	1	91.477984613668	108.91261227146	86.301421408671	1	105.288263414895	58.6079098681396
RSRC2	1	1	103.225189200928	1	110.477044485626	119.527923886628	68.4398936756646	70.5054245383539
RSRP1	1	1	170.584092213114	1	152.962259287756	137.260846025915	1	1
RTFDC1	1	1	1	1	99.8848556364552	1	1	1
RTN3	1	115.648531485542	1	110.23459252423	1	1	1	1
RTN4	261.239541094552	293.656530232755	81.8321319032763	217.59039556799	74.1974003162605	109.357335501006	103.41780436543	1
RUNX3	1	1	121.024350323328	1	86.9082432963404	183.306438427882	1	1
RXRA	82.6493358281234	90.133858823543	1	1	1	1	1	1
S100A11	1	660.861906814828	162.799772849245	1279.8873894774	88.0818332848006	168.251863115761	1	1
S100A12	1	1	1	970.222274008973	1	1	1	1
S100A13	102.845145134549	1	1	1	1	1	1	1
S100A16	110.88553176644	1	1	1	1	1	1	1
S100A4	1	297.017553661792	1888.19023305129	3751.92878824388	248.818513229528	1827.65040581491	235.431714230866	1
S100A6	262.967615967757	192.718676309066	903.625468095002	3894.40356939496	76.5359952689786	710.861113214425	194.974005777559	122.5180578076
S100A8	1	137.081307861391	1	9411.23694329085	1	1	1	1
S100A9	1	741.535974490941	1	10674.9368614249	1	1	1	1
S1PR4	1	1	79.4898740741125	1	1	131.365580666884	1	1
S1PR5	1	1	1	1	1	125.958746231418	1	1
SAA4	770.807229164763	1	1	1	1	1	1	1
SAMD3	1	1	1	1	123.623680466545	158.20240825361	1	1
SAMHD1	1	201.418068386108	1	182.141969040619	1	92.0522750389412	1	1
SAMSN1	1	163.876990634476	76.0035290005063	130.684629903524	1	1	1	1
SAR1A	1	1	71.9830857536531	1	96.3916150853398	87.9189518594224	1	84.0369758916825
SAR1B	93.250634245538	1	1	1	1	1	1	68.1973587865596
SASH3	1	1	73.1429026075254	1	130.620009053116	96.1110116846033	1	1
SAT1	510.301197563334	4851.69640407614	441.633080676117	3588.67034802841	367.427194461236	477.603221082609	384.074467841615	506.344380811043
SAT2	115.829185316948	1	1	98.3370846891556	78.4107058531397	1	1	1
SC5D	140.83454054184	1	1	1	1	1	1	1
SCARB1	60.9939290226439	1	1	1	1	1	1	1
SCARB2	1	157.977289277947	1	1	1	1	1	1
SCCPDH	59.2512982259454	1	1	1	1	1	1	1
SCD	339.918945952856	272.241974064281	1	1	1	1	1	221.77735983795
SCIMP	1	107.201710993606	1	1	1	1	1	1
SCPEP1	1	1	1	83.4298279058506	1	1	68.8669403722375	1
SDC1	240.599742030291	1	1	1	1	1	1	78.0051760055341
SDC2	79.0287939946371	1	1	1	1	1	1	1
SDC3	1	321.490536904509	1	1	1	1	1	1
SDC4	100.779596256102	1	1	1	1	1	1	1
SDCBP	119.625323464017	569.864359731913	82.097425832314	428.722211606947	76.2917844754411	100.598561914396	1	1
SDF2	1	1	1	1	81.5968358924824	1	1	1
SDF2L1	97.2695351223195	1	1	1	1	1	1	795.563267439899
SDF4	1	1	1	1	1	86.9090472775221	1	67.1834010243527
SDHA	64.3563882350416	1	1	1	1	1	1	1
SDHB	77.2590680459535	1	1	1	1	1	1	71.4638096248634
SDHC	94.006138129657	1	67.7596358582756	1	1	1	1	1
SDHD	57.5404061420666	1	1	1	80.2941783036551	1	1	1
SDS	125.154568718554	1	1	1	1	1	1	1
SEC11C	75.533804786524	1	1	1	1	1	1	890.022666008129
SEC13	1	1	1	1	1	1	1	76.6831316401132
SEC14L1	1	102.686680923304	1	1	1	1	1	80.2094420245771
SEC23A	58.4702799008824	1	1	1	1	1	1	1
SEC61A1	1	1	1	1	1	1	1	99.5555771195996
SEC61B	329.786702082519	152.322009208108	259.115621030906	214.452199736911	232.711548200086	268.941145961771	104.884368204483	975.412885541593
SEC61G	318.029093842242	208.794843393294	250.15809637785	263.179168975336	238.053973520145	242.969120537121	103.889114045304	1026.29681522559
SEC63	1	1	1	1	1	1	1	80.6168021555421
SEL1L3	1	1	1	1	1	1	79.8333062716892	71.3907501996702
SELENBP1	193.843196507691	1	1	1	1	1	1	1
SELK	113.409708365178	1	154.055674896618	110.579414410741	143.862715980606	101.646697376977	89.4050289600201	418.303394996787
SELL	1	1	1	1	1	1	159.26085636865	1
SELPLG	1	1	1	1	1	114.999117958375	1	1
SEMA4D	1	1	63.1994391800003	1	1	1	1	1
SEPP1	1575.55621011652	3172.01608038869	97.5991709788619	467.090184142509	82.0345906907164	1	116.996218570239	1
SEPT1	1	1	152.586306318292	1	133.808233237087	85.0119222350676	1	1
SEPT2	1	1	1	1	82.2636065430499	1	1	1
SEPT6	1	1	109.717641777526	1	137.324468725884	86.1661244182891	64.7387494780627	1
SEPT7	1	1	262.756560235419	92.6241618992864	352.13882476198	360.139149862873	260.133649025064	1
SEPT9	1	1	107.543505571404	1	145.930885487383	124.902128476884	63.4354051518763	1
SERINC1	62.1773363183009	132.331324063469	1	1	1	1	1	1
SERINC3	1	86.199793126198	1	1	1	1	1	1
SERPINA10	86.9946525196146	1	1	1	1	1	1	1
SERPINA11	88.2692700178198	1	1	1	1	1	1	1
SERPINA4	200.721766605226	1	1	1	1	1	1	1
SERPINA5	73.9964354438174	1	1	1	1	1	1	1
SERPINA6	147.683006740963	1	1	1	1	1	1	1
SERPINA7	59.6226998215912	1	1	1	1	1	1	1
SERPINB1	1	136.070139937898	1	266.488556726883	1	130.954906056364	1	1
SERPINB6	1	180.93994463724	1	74.9400596986433	1	1	1	1
SERPINC1	1110.11254473113	1	1	1	1	1	1	1
SERPIND1	100.582555613272	1	1	1	1	1	1	1
SERPINF1	286.045777608123	1	1	1	1	1	1	1
SERPINF2	423.537284620946	1	1	1	1	1	1	1
SERPING1	1134.29091474169	95.3554273694194	1	1	1	1	74.919304904099	1
SESN1	1	1	1	1	74.6285615748787	1	1	1
SF1	64.2447431611108	1	143.029425163281	90.9346045644646	170.014885286992	163.894695463383	202.95665366887	1
SF3B1	1	1	87.1712658837597	76.4290317930377	109.182405904055	111.294056871869	1	1
SF3B2	1	1	117.417952555183	1	112.93684160151	123.688703243648	110.151779015123	91.2842886041595
SFT2D1	1	138.969062073338	1	94.0569835380798	117.640980924647	99.5284572175207	1	60.4646796929668
SFT2D2	1	76.9449928777745	1	1	1	1	1	1
SGK1	1	109.384951704629	1	168.888339377829	1	1	1	1
SH2B3	1	95.4035499464259	1	1	1	1	1	1
SH2D1A	1	1	127.318362608426	1	201.023708808529	104.211628295968	1	1
SH2D1B	1	1	1	1	102.865359154786	88.8617248504288	1	1
SH3BGRL	1	312.90952392697	127.543121268355	271.813433919943	107.431315941802	128.488572357205	162.366525094587	1
SH3BP5	1	1	1	1	1	109.081363640365	1	1
SH3GLB1	1	98.5933276611679	1	84.5490200610593	1	89.784554226109	1	1
SH3KBP1	1	1	91.236291306185	1	67.2202853431921	121.007703841276	1	1
SHISA5	1	1	1	1	71.4794076579822	1	1	1
SHMT1	106.644135624044	1	1	1	1	1	1	1
SHMT2	63.3040749046392	1	1	1	1	1	1	1
SIAH2	1	99.2661293784422	1	1	1	1	1	1
SIGIRR	142.811299478813	1	114.886055820033	1	122.593807343296	147.805260609044	1	1
SIGLEC1	1	133.491724060201	1	1	1	1	1	1
SIL1	1	1	1	1	1	1	1	64.4909332622421
SIPA1	1	1	1	1	80.3221746709174	1	1	1
SIT1	1	1	114.238556517188	1	1	1	90.6571184620681	1
SIVA1	91.0755989272681	1	71.0058401462204	1	1	89.1311602319458	1	124.404843147854
SKAP1	1	1	121.766801914594	1	162.132256616747	104.192555688372	1	1
SKAP2	1	142.355631428637	1	129.886401420789	1	1	1	1
SLA	1	177.926687346662	133.316825323516	137.967953826221	146.881178480056	117.006090906475	1	1
SLC11A1	1	1	1	170.593283805118	1	1	1	1
SLC13A5	151.865029313852	1	1	1	1	1	1	1
SLC16A3	1	1	1	82.2501739942852	1	1	1	1
SLC22A1	379.610380269397	1	1	1	1	1	1	1
SLC22A7	91.8427867507052	1	1	1	1	1	1	1
SLC25A1	72.0904801315464	1	1	1	1	1	1	1
SLC25A39	1	1	1	1	77.5914612230009	1	1	1
SLC25A47	104.777927601733	1	1	1	1	1	1	1
SLC27A2	65.8367166747022	1	1	1	1	1	1	1
SLC27A5	173.586995100856	1	1	1	1	1	1	1
SLC2A2	164.375973166388	1	1	1	1	1	1	1
SLC2A3	1	1	103.103192110563	1	1	103.649158004095	86.6358699103927	1
SLC31A2	1	99.6039862215176	1	92.5275787057656	1	1	1	1
SLC35B1	1	1	1	1	1	1	1	105.629940199562
SLC37A4	59.395376206699	1	1	1	1	1	1	1
SLC38A1	1	1	101.320141213196	1	109.551944856187	78.4323139085648	108.701941215835	1
SLC38A4	104.118694258906	1	1	1	1	1	1	1
SLC38A5	1	1	1	1	1	1	1	63.4026740526194
SLC39A14	244.698423233831	1	1	1	1	1	1	1
SLC40A1	144.471965494905	3148.09169106715	1	178.267043743479	1	1	1	1
SLC43A2	1	1	1	75.6866966541884	1	1	1	1
SLC44A1	60.6570447022893	1	1	1	62.9619046326694	1	1	1
SLC7A2	86.9087320766182	1	1	1	1	1	1	1
SLC7A7	1	426.359787649065	1	204.0210049775	1	1	1	1
SLC7A8	1	107.557501427755	1	1	1	1	1	1
SLC9A3R1	63.6719894349856	1	86.6648863314557	1	95.6000545565864	115.95178727499	1	1
SLC9A3R2	151.604642132652	1	1	1	1	1	1	1
SLCO1B3	81.2355447778077	1	1	1	1	1	1	1
SLCO2B1	67.3065206554119	281.11965974884	1	1	1	1	1	1
SLFN5	1	1	99.3946325680492	1	140.179878925392	1	1	1
SLPI	232.635938790609	1	1	1	1	1	1	1
SLTM	1	1	84.8286213086816	1	89.8572694500156	93.460380636604	1	1
SMAP2	1	259.972024528352	76.4093070423368	213.088494222719	72.0670067401399	77.8604064794944	197.319648752986	70.1746190118327
SMARCB1	1	1	1	1	1	1	1	69.4506937739122
SMC4	1	1	1	1	1	1	1	115.297477000608
SMCHD1	1	1	68.2508360896475	1	1	1	93.8682231281328	1
SMIM14	213.776890211233	1	1	1	1	1	102.70035597363	1
SMIM4	59.2923994490178	1	1	1	1	1	1	1
SMLR1	80.0803448607553	1	1	1	1	1	1	1
SMPDL3A	1	182.568719695134	1	1	1	1	1	1
SMS	1	167.596837710743	1	1	1	1	1	1
SNAP23	1	100.211763832075	1	1	1	1	1	1
SNF8	1	1	1	1	63.0776931857688	1	1	1
SNHG25	265.095419550259	115.879139845055	90.018932067745	364.75005084942	1	1	199.324797230823	724.629485947172
SNHG7	1	1	95.4532068442774	1	92.7391638554333	89.5317048151718	261.183893597158	1
SNHG9	106.792533213047	1	91.8989885454823	1	140.618368850394	106.699146932763	1	135.697635634423
SNRNP25	1	1	1	1	1	1	1	78.8950959147728
SNRPB	1	1	150.752945285486	1	161.188006961522	215.893390181838	83.703588880901	235.62101339945
SNRPC	1	1	67.8760747575177	1	75.0767202299278	81.3136020433579	1	80.2475246696636
SNRPD1	1	1	102.425762852637	82.3573206488647	100.803193573698	116.885938003126	91.6068223784594	183.70952823984
SNRPD3	73.1238788373072	1	67.4230626631511	1	1	81.6604571732738	1	77.6799035572726
SNRPN	1	1	98.3282458300142	1	1	93.6394208980032	83.1032581168817	1
SNU13	87.8448788889848	1	161.132048598426	102.436659122098	130.176504783923	151.347325807404	110.862586811405	305.365945068164
SNX10	1	257.549916826234	1	92.075304703892	1	1	1	1
SNX17	1	1	69.173883957156	1	83.9976687849833	1	1	1
SNX18	1	84.1213717716226	1	1	1	1	1	1
SNX2	1	98.1496095430669	1	1	1	1	90.807132038448	1
SNX5	1	170.575455989188	1	1	1	1	1	75.0047495285899
SNX6	1	216.42528029007	1	84.9462726319802	73.5542406099714	1	1	1
SOCS1	1	1	1	1	155.217093035726	1	1	1
SOD2	155.811734402343	208.120864335898	1	291.056318196698	1	1	1	1
SORBS2	78.7473870362893	1	1	1	1	1	1	1
SORD	260.518547477044	1	1	1	1	1	1	1
SORL1	1	1	1	1	1	93.6202728898312	1	1
SP100	1	1	113.374118854816	1	127.369415646298	129.345346230125	159.740838690063	1
SPAG7	1	1	1	1	1	70.7522059314465	1	1
SPATS2L	98.4774066710789	216.763729301787	1	1	1	1	1	1
SPCS2	144.144682351481	1	197.399693350921	85.5697097064546	156.405272375293	229.912336982037	139.671213401641	781.621539885698
SPCS3	1	1	1	1	1	1	1	414.107209232685
SPG21	1	105.068163416446	1	101.376669255606	1	1	1	1
SPI1	1	280.307102285507	1	296.985857830197	1	1	1	1
SPIB	1	1	1	1	1	1	132.37606096429	1
SPINK1	1340.45826056598	1	1	1	1	1	1	106.808198622225
SPN	1	1	63.4364551153598	1	1	183.347648601665	1	1
SPOCK2	1	1	136.227217307101	1	1	1	1	1
SPON2	1	1	1	1	313.789956996349	563.463132332345	1	1
SPP2	81.8189724700967	1	1	1	1	1	1	1
SPRY1	1	1	1	1	119.239240541792	1	1	1
SPSB3	1	1	81.5802145936632	1	81.1207487581309	72.3319412051237	1	1
SPTBN1	114.756249549557	1	1	1	1	1	1	1
SRGN	152.126438517366	1416.84527328224	1027.67316601965	1725.17174330686	2115.41957485662	1339.80591056236	1	383.386234272479
SRI	1	1	85.7242033515123	1	97.2649461874593	96.4047523906153	1	1
SRM	1	1	1	1	1	1	1	249.831456698785
SRP19	1	1	1	1	1	1	1	78.6055660700774
SRP72	1	1	1	63.7663560415878	1	1	1	110.525339910223
SRPK2	1	1	1	1	1	103.061238044496	1	1
SRPRB	1	1	1	1	1	1	1	108.552826112233
SRSF10	1	1	1	1	97.4738556717387	1	1	1
SRSF6	1	1	1	1	87.8499198909621	1	74.1723987816378	1
SRSF7	1	1	337.527036389057	78.506228153116	250.030770227152	229.760236681807	93.8858802082544	136.193805872527
SRSF8	1	1	80.9825414043053	1	79.4505948441096	1	77.7184273288486	1
SRSF9	62.9512549364089	1	105.330733748712	108.662174440151	143.728166921738	173.700079733652	71.3942784898957	235.109730922292
SS18L2	1	1	82.6819419922052	1	1	1	1	1
SSB	1	1	87.3071116172086	1	1	1	1	1
SSBP4	1	1	1	1	72.6646634920705	81.8960849552055	1	1
SSH2	1	1	1	72.608729243817	1	1	1	1
SSNA1	1	1	66.5585342613566	1	1	90.7155941524934	1	82.2299026960883
SSR1	61.4417904682523	84.0729177455078	1	95.4724449642975	1	1	1	232.739343426283
SSR3	88.4869090191715	140.067121819153	1	142.25522434347	1	1	1	871.18358295205
SSR4	300.172686887149	182.245144736177	378.39449048931	269.944086332073	383.47812997913	345.513351731591	184.411736286266	1550.13056629329
ST3GAL1	55.7751413224366	1	1	1	102.32431745708	1	1	1
ST6GAL1	289.083483196978	1	1	1	1	1	78.945971012479	96.0235795230948
STAB1	1	1	1	194.798226052147	1	1	1	1
STAG3	1	1	1	1	1	1	261.257573776178	1
STARD10	263.095418904226	1	1	1	1	1	1	1
STARD3NL	1	1	1	1	102.706965181025	1	1	1
STARD7	1	113.924158649043	1	1	1	1	1	1
STAT3	1	1	71.5304358953698	1	1	1	1	1
STAT4	1	1	1	1	84.3835176671244	1	1	1
STAU1	62.6967711327445	1	1	1	1	1	1	1
STK10	1	1	66.5935996891016	1	92.4200572358875	101.02310870858	1	1
STK17A	1	1	217.941466853366	1	415.648894572356	161.872353898319	65.8651008669044	1
STK17B	1	1	166.201565222018	117.934628335504	163.100854003506	92.8807375869282	160.516135097103	1
STK4	1	1	192.636401402067	78.9156453553837	204.11584337398	208.931479193385	171.180842797096	1
STMN1	1	1	1	1	1	720.219967053243	1	148.571352259455
STOM	204.663990396739	340.450723741639	92.7796904481709	1	140.060125932007	97.7517962181319	1	1
STOML2	1	1	1	1	66.9057392599519	1	1	119.257141194161
STRA13	59.0050094743606	1	1	1	1	1	1	1
STT3B	1	1	1	1	1	1	1	63.815927267046
STUB1	1	1	1	1	87.8434013014725	1	1	1
STX7	1	1	1	1	1	1	180.138342826551	1
STXBP2	1	1	1	250.607477668089	1	1	1	1
SUB1	167.29718880491	180.926052902668	393.07447343415	242.105445217951	426.316467135731	432.019310736717	152.499517357552	1806.53979373771
SUCLG1	76.2402048977134	1	1	1	76.4831000400673	1	1	59.047417804023
SUCLG2	158.271913877802	1	1	1	1	1	1	1
SULT1A1	83.949862791619	148.735826388976	1	147.273395543933	1	1	1	1
SULT2A1	645.409770158393	1	1	1	1	1	1	1
SUMO3	1	93.3400097050693	1	69.7865194821529	1	94.5755242480719	1	1
SUN2	1	1	106.245202886199	1	115.761046969047	198.61255771535	1	1
SUPT3H	1	1	1	1	80.7418529629397	1	1	1
SUPT4H1	1	1	98.0226135872141	110.532883129049	105.305856743959	117.588441874118	1	70.9654508453275
SURF4	73.1860828331735	1	1	1	1	1	1	64.9158006936919
SVIP	1	1	95.647174020911	1	1	1	1	87.675758957082
SWAP70	1	1	1	1	1	1	82.8750029337486	1
SYAP1	80.6256167049549	1	1	1	1	1	1	1
SYNE1	1	1	1	1	1	74.7234753906441	1	1
SYNE2	1	1	78.7708679171352	1	1	93.2622927912931	1	1
SYNGR2	1	1	1	97.9463335404592	1	1	114.847979380351	1
SYNRG	1	1	1	1	112.857926236058	1	1	1
SYPL1	1	1	1	1	1	1	176.469416173945	1
SYTL1	1	1	1	1	92.9203912155485	126.311938355315	1	1
SYTL3	1	1	91.4236250498749	1	180.801463182451	110.678963025095	1	1
TACC1	1	1	1	1	83.8532063124889	1	1	1
TADA3	1	1	1	1	87.6386795545936	1	1	1
TAF1D	1	1	96.7673439344583	1	77.558032730209	87.734997328468	165.607136183379	1
TAF7	1	1	87.3093046619015	1	118.424541781244	100.476886729366	1	1
TAGAP	1	1	75.7978945182569	1	110.508099110274	1	1	1
TALDO1	63.5060712884765	113.325718460687	1	237.845134363004	78.6755931983607	1	1	115.084709184279
TANK	1	1	1	1	1	1	78.1023879224589	1
TAOK3	1	1	74.5945004166745	1	97.1925835512979	101.532930451244	95.6385725611619	1
TAP1	1	1	75.7305962798548	1	91.0945998967166	79.6006895815415	1	1
TAT	1855.97021123011	1	1	1	1	1	121.145436098874	1
TAT.AS1	712.270101078601	1	1	1	1	1	1	1
TAX1BP1	1	113.16350891332	65.1552210616369	82.6713382092103	92.7711747849889	85.5149231818587	1	1
TBC1D10C	1	1	183.895659235977	1	174.400483180597	203.834462606385	128.037704238798	1
TBCB	1	1	77.5608337205771	1	86.8286607267083	83.8481444470403	1	1
TBCC	1	1	78.0461905076843	1	103.21091302114	1	1	1
TBX21	1	1	1	1	1	96.1691256365375	1	1
TBXAS1	1	81.0966848371039	1	132.9097688479	1	1	1	1
TC2N	1	1	92.2315500001999	1	1	1	1	1
TCEA1	59.9082098305283	1	80.008345385672	1	91.6227044734391	1	192.364364440006	79.6558352977318
TCEA3	66.080800864104	1	1	1	1	1	1	1
TCEAL4	114.095732331878	1	1	1	1	1	1	1
TCEAL8	1	76.2585140519474	1	1	109.326129320597	77.4224144565158	1	1
TCEB1	78.4808615518713	1	77.4922301792201	77.7101170312584	1	80.0157815520908	73.2983154050543	136.562779706614
TCF4	1	134.140738627458	1	1	1	1	115.362900960844	1
TCF7L2	1	144.373190491142	1	1	1	1	1	1
TCIRG1	1	1	1	81.558059703204	118.891188739152	1	1	1
TCL1A	1	1	1	1	1	1	211.889539943085	1
TCN2	1	108.4913645206	1	73.2545327384013	1	1	1	1
TCP1	1	1	1	1	1	1	1	78.999616273856
TDO2	475.139251504116	1	1	1	1	1	1	1
TECR	55.4884219264245	95.8212797379905	90.0867585546096	1	1	91.5596642608486	1	120.474238968395
TERF2IP	1	1	207.389176265145	1	166.16855020719	124.347374504404	1	1
TES	1	1	1	1	1	82.3538466835171	1	1
TF	3219.58218281929	102.725010340564	1	122.099877913527	77.1236941691973	91.0696269641958	100.192460904198	123.419822715853
TFPI	369.224138986586	1	1	1	1	1	1	1
TFR2	175.636416947538	1	1	1	1	1	1	1
TGFB1	1	1	103.099424955894	82.1741345521941	161.836719397537	152.872713378747	1	1
TGFBI	1	232.786668484418	1	175.750859111341	1	1	1	1
TGFBR2	137.202225003731	178.393748580603	1	1	81.127987347349	1	1	1
TGM2	196.490354508636	1	1	1	1	1	1	1
TGOLN2	106.22786013351	148.360161656796	1	97.2454302216003	1	1	1	1
THBS1	1	1	1	178.663900929543	1	1	1	1
THEMIS2	1	1	1	88.7507987445405	1	1	1	1
THRAP3	1	1	81.9063888138219	1	99.787600200511	108.545573761117	89.9991802173119	1
TIGIT	1	1	1	1	112.124607209566	1	1	1
TIMD4	1	129.024748648761	1	1	1	1	1	1
TIMM10	67.2486211278417	1	1	1	1	1	1	116.520870264281
TIMM13	155.542000016986	1	1	119.833544351289	73.6774791005093	1	1	165.053862589967
TIMM8B	169.318163007695	1	1	105.960366660964	88.5262438629749	1	1	198.753529940812
TIMP1	1013.88204040799	746.766984093865	1	656.328565955485	1	120.306847019168	1	1
TIMP2	1	123.703265212963	1	127.295988155306	1	1	1	1
TIMP3	292.717594982615	1	1	1	1	1	1	1
TK1	1	1	1	1	1	1	1	73.8576794436422
TKT	1	307.069595792315	1	576.700283499082	72.3040781437925	1	72.3360829691385	75.9155083220279
TLE1	1	1	1	1	116.971890657214	1	1	1
TLN1	1	117.714365924862	1	131.044266290054	145.90770178524	99.0489986776114	1	1
TLR2	1	70.6471022766243	1	1	1	1	1	1
TLR4	1	91.6203290770818	1	1	1	1	1	1
TM4SF1	281.756517070872	1	1	1	1	1	1	1
