NAME	CD8+ Cells	Tregs	Non-immune cluster	Nk Cells	CD4+ Cells	B Cells	Myeloid	Mast Cells
TXNDC15	1	1	1	1	1	644.414055120661	1	1
TYMP	1	195.710656186699	1	1	1	558.818276049241	476.303192514703	1
TYROBP	1	1	1	1718.46483198539	1	298.516829888976	2721.77379190372	1456.48779059876
U2AF1L4	1	1	1	1	1	244.827823323185	1	1
UAP1	1	1	1	1	1	188.731194237456	1	1
UBALD2	1	1	1	1	1	195.778773497974	1	1
UBE2D1	1	1	1	1	1	1	166.71263512095	1
UBE2E1	1	1	1	1	1	1	178.029406610945	219.388020441612
UBE2G1	1	1	1	1	1	241.115950841285	1	1
UBE2H	1	1	1	1	1	170.727773193653	1	1
UBE2J1	1	1	1	1	1	599.560442647645	1	1
UBE2K	1	219.704338421081	1	1	1	1	1	1
UBE2S	258.862220176804	1	1	1	1	1	1	1
UCP2	464.839197067683	855.313103203715	1	593.439440877905	487.163797390655	178.689122194633	534.304179056155	1
UFM1	1	158.509143057683	1	1	1	477.537755641374	207.652640218627	1
UGCG	1	1	275.09844336106	1	1	1	160.602401018375	1
UGT2B4	1	1	304.690607642134	1	1	1	1	1
UGT2B7	1	1	329.984321517158	1	1	1	1	1
UNC13D	1	1	1	1	1	1	1	290.964337273921
UPP1	1	1	1	284.233967441293	1	1	262.166069560705	1
UQCC3	1	1	1	1	1	208.089353018605	1	1
UQCRFS1	206.047914010381	252.935618535565	1	219.747334338595	1	294.762050902031	160.280660732358	200.900783619616
USE1	1	1	1	1	1	162.259851522278	1	1
USO1	1	1	1	1	1	176.343985236166	1	1
USP36	261.386422713512	1	1	249.237050717578	201.074340833712	131.795628538362	166.942362208234	1
USP53	1	1	1	1	1	1	1	582.471466987613
USP8	1	1	1	1	1	1	134.862218513226	1
UTRN	1	1	241.201779488976	1	1	1	1	1
VASP	1	1	1	1	1	1	237.140147204552	1
VBP1	1	195.073457226322	1	1	1	1	1	224.233567450289
VCP	1	207.05486370763	1	1	1	132.785819789204	1	1
VEGFA	1	1	1	1	1	1	164.03560964991	1
VEZT	1	1	1	1	1	1	1	502.286117565518
VMA21	1	213.17204907298	1	1	1	1	255.697142451235	213.118203095918
VMO1	1	1	1	1	1	1	198.025039934608	1
VOPP1	1	1	1	1	1	201.687633757938	1	1
VPS26A	1	164.954955427399	1	1	1	1	164.991632373174	1
VPS35	1	1	1	1	1	1	194.894017397685	208.652303172434
VPS37B	401.836868436829	342.276892979285	1	483.415065480748	331.807621703475	309.829307103326	153.232527165129	154.301046205401
VPS4B	1	190.17944920992	1	1	1	1	1	1
VSIG4	1	1	1	1	1	1	272.223418462486	1
VTN	1	1	1718.18488394148	1	1	1	1	1
VWA5A	1	1	1	1	1	1	1	1178.98987002879
VWF	1	1	577.721618302628	1	1	1	1	1
WAC	223.027884060236	1	1	1	1	1	173.816666465524	1
WAS	1	210.406052475506	1	1	202.607907093811	1	257.377016600971	214.337827492994
WBP11	1	201.056120792033	1	1	1	1	1	1
WBP5	1	1	582.734397465156	1	1	1	1	1
WBSCR22	1	195.312955349426	1	1	1	233.483926839965	1	397.192624378905
WDR1	1	229.801939596468	1	1	1	1	203.294100609981	81.0759507301319
WDR33	196.677229439914	225.75784418699	1	1	1	180.105681503095	1	1
WDR41	1	1	1	1	1	1	1	77.6265097809267
WDR45	1	1	1	1	1	257.706009412087	1	218.598061890345
WDR60	1	1	1	1	1	1	1	214.337827492994
WDR74	1	1	1	1	1	206.770354152397	1	1
WHSC1L1	360.449587139022	236.414438399394	1	1	1	254.411055291087	1	1
WIPF1	651.962577011831	395.829520785086	1	507.94955042125	504.36459321748	237.597821286627	330.30453630956	1
XBP1	236.428093935468	1	1	236.361983664783	1	1482.02845287984	237.795254033221	1
XCL1	1	1	1	435.608843431484	1	1	1	1
XCL2	375.430374066681	1	1	490.931208804322	1	1	1	1
XIST	1	1	1	1	372.333376586127	1	1	1
XRN2	212.704937550229	223.380721234232	1	1	1	1	172.450296963919	502.286117565518
YBX3	1	1	428.202981465761	1	1	1	228.255027649585	1
YIF1A	1	191.807627727977	261.033307020163	1	1	211.607336428039	1	1
YIPF3	1	1	208.770437667559	1	1	299.191061575576	1	1
YPEL5	1919.11790201831	1033.7140368294	1	1648.22222729455	1275.60066965139	1064.50359081021	609.238218416101	67.6335945398719
YTHDC1	247.232629605778	201.200544118965	1	271.030836772067	219.410821883625	226.104218445864	168.802440571935	1
YTHDF2	1	1	1	1	1	215.657307743585	1	296.754759245383
YWHAG	1	1	1	1	1	1	123.955476088707	285.231656430217
ZBP1	1	1	1	1	1	300.320898458324	1	1
ZBTB38	1	291.338842007695	1	1	1	301.740152198055	1	1
ZBTB8OS	1	1	1	1	1	203.491267750943	1	1
ZC3H12A	212.721026564567	210.044325382345	1	266.427610697721	254.586654433922	1	193.448560285499	219.533646570117
ZC3H13	200.545110559624	1	1	226.6598645079	1	1	1	1
ZC3HAV1	391.223111765667	324.14234452178	1	373.536684719529	491.7627659586	215.427273571045	315.171080438378	1
ZCCHC10	1	1	1	1	1	1	1	234.456284789099
ZCCHC11	1	1	1	1	1	229.712439468624	1	1
ZEB2	509.167057528845	1	1	666.764311457901	1	170.316361630462	396.078585827376	351.68518925916
ZFAND1	1	1	1	1	1	203.762287938684	1	293.19415382605
ZFAND5	190.029460079879	187.723284967568	294.393890072786	1	1	1	462.696948657103	302.103686604985
ZFP36L2	876.795989319944	466.692787300316	1	557.218265857561	828.180866293964	363.030197066871	368.556899415338	1
ZFYVE16	1	1	1	1	1	1	152.259143690345	1
ZMAT2	1	220.687114285776	1	220.034391355054	1	165.959037972534	176.692983414271	224.233567450289
ZMYM2	1	164.570709134611	1	1	1	1	1	1
ZNF131	208.862912033096	162.088642626418	1	1	189.203535718757	1	1	1
ZNF207	1	233.91163849985	249.323275764796	289.79012455673	1	212.564244682008	211.146157680418	200.900783619616
ZNF292	1	207.736354373138	1	1	1	1	1	1
ZNF326	1	1	1	1	1	1	1	248.741984068799
ZNF331	1281.08594200537	758.792049210064	1	749.856111512788	810.45350667812	262.217746928839	658.35241627102	1
ZNF430	1	1	1	1	1	1	1	241.278040815109
ZNF593	1	1	1	1	1	186.234633438662	1	1
ZNF90	1	214.346411648823	1	255.087933922652	258.097653547292	163.520269159946	359.640722210928	1
ZNHIT3	209.35157539884	183.972823667206	1	1	1	1	1	1
ZNRD1	1	1	1	1	1	1	1	429.160023953624
ZRANB2	1	168.445769767473	1	1	1	237.847041507848	140.687284113532	1
ZYX	1	1	1	1	1	1	164.735254478282	1
