NAME	Other	Kupffer cells	TM1	SAMs	T cells	cDC2	cDC1	B cells
VAMP8	177.859094746726	597.539770995618	352.21881540085	499.871892585896	289.752152354383	303.388300281014	279.688243791458	1
VAPA	238.204842887539	287.950089003396	389.958441333925	233.679664807268	1	1	77.8191762047331	1
VASH1	1	1	1	1	1	152.611561330316	1	1
VASP	1	285.715151040997	438.502218445084	1	1	214.711398007469	187.570125420295	1
VAT1	1	1	1	210.615415681084	1	1	1	1
VAV3	1	1	1	1	1	1	151.406672449222	1
VCAM1	1	1066.62691773336	1	1	1	1	1	1
VCAN	435.772554189505	1	2039.40288813207	1	1	1	1	1
VCP	208.407895502387	1	1	1	1	1	1	248.899079325993
VDAC1	219.65150009141	1	1	242.874360757217	1	1	1	1
VDAC2	267.933273168782	1	1	193.135134117266	1	1	170.893012820015	252.320200568787
VEGFA	1	1	1	1	1	239.473696033084	1	1
VMP1	209.429340994999	1	1	1	1	1	1	1
VOPP1	1	1	1	1	1	169.823843705475	303.625881579598	306.388181289018
VPS35	1	1	1	197.621637983361	1	1	180.683619637794	1
VPS37B	1	1	1	1	630.958396100838	1	320.639354104409	1103.18170751896
VSIG4	1	1259.94024524026	1	368.350091444915	1	277.847125059436	1	1
VSIR	1	1	421.85568148879	238.4765157047	1	308.359119578911	234.077136042756	1
WAC	304.543793736373	1	400.529493612964	294.670115829524	1	241.708565964851	183.054559436247	348.22304536579
WAPL	1	1	1	1	1	1	93.0778129436001	1
WARS	1	1	685.264673101346	254.595745676299	1	1	264.613001750768	1
WAS	1	1	287.249584918745	1	1	162.480288759177	1	1
WASF2	234.758297996495	532.636476068556	313.140663125351	339.640280376509	1	241.038272331062	219.331679063954	1
WDFY4	1	1	1	1	1	1	1204.52341009996	1
WDR1	247.019734325989	234.130084392645	287.278412534248	300.531002599556	1	213.973407944701	204.657094113122	1
WIPF1	1	1	1	248.969163761142	479.079184079661	367.202078704053	1	1
WNK1	1	255.58453639125	1	238.18313467481	1	1	308.635809879531	1
WSB1	1	455.442958977527	401.630918669404	269.638665216966	1	182.284619869422	157.654689457223	1
WWC1	1	1	1	1	1	1	1	313.895191192627
WWTR1	253.868541430662	1	1	1	1	1	1	1
XBP1	276.081019381078	1	260.932684038384	1	1	204.50368408876	1	4899.88120670957
XCL1	1	1	1	1	455.602910780976	1	1	1
XCL2	1	1	1	1	540.342043362679	1	1	1
XCR1	1	1	1	1	1	1	918.04638814996	1
XPO5	1	1	1	1	1	176.86453845023	105.644227783242	1
XRCC5	334.18022831409	1	1	301.794266741954	1	237.178554144749	309.074676897179	1
XRCC6	248.616776456393	1	1	231.868459118398	1	199.872787740597	227.155131471463	1
YBX3	310.116648841536	1	389.239994958321	208.851825511216	1	247.323734793311	248.530556079118	1
YIPF3	1	1	1	1	1	1	1	143.731160287996
YPEL5	1	1	1	1	481.915181707105	363.78489047006	310.991884585765	230.247966000403
YWHAH	209.856274880897	1	1	456.072375523262	1	369.062650302284	1	1
YWHAQ	313.332350576575	1	1	1	281.214394049251	1	1	259.88462839346
YY1	1	1	1	1	1	243.87087045714	1	1
ZBTB20	370.420426587543	1	1	1	1	1	1	4205.67164870852
ZBTB38	1	1	1	1	1	1	1	195.237851438187
ZC3H11A	182.150883953614	1	1	1	1	1	1	1
ZC3HAV1	1	1	1	1	442.607085775509	287.321013240842	373.672790290552	1
ZEB2	1	399.921475696883	733.68102328118	358.057101581969	1	210.356760263898	1	1
ZFHX3	1	1	1	273.578360781066	1	286.706889834762	265.610598216352	1
ZFP36L2	394.077800663283	334.580503933572	605.494904367648	838.510749483778	3262.39531576177	1072.99287081157	385.044927903174	1031.88873410063
ZKSCAN1	195.020238665079	1	1	1	1	1	1	1
ZNF106	1	204.615059792571	1	1	1	1	1	1
ZNF302	1	1	1	1	1	1	1	194.218071725222
ZNF331	1	238.908007676095	415.975841412559	522.80175948175	673.503941836052	763.873448221452	149.009246393002	1
ZNF385A	1	1	259.453378160388	1	1	1	1	1
ZNF419	293.708090580523	1	1	1	372.409782996487	205.63874485494	1	962.749072135505
ZNF609	1	1	1	1	1	163.608906116324	145.462269925703	228.186690836977
ZNF706	1	1	1	1	1	1	1	329.441034858443
ZNHIT1	161.389436828782	1	1	1	1	1	1	1
ZYX	255.396265726556	367.233746989271	655.330341203108	489.784890505126	1	370.085906252293	571.837472299886	1
